HGNC:4220	NM_000557.4	clinical_transcript	not_canonical
HGNC:4220	NM_001319138.1	not_clinical_transcript	canonical
HGNC:4220	NM_000557.2	not_clinical_transcript	not_canonical
HGNC:28296	NM_052844.3	clinical_transcript	canonical
HGNC:8636	XM_005274032.1	not_clinical_transcript	not_canonical
HGNC:8636	XM_005274031.1	not_clinical_transcript	not_canonical
HGNC:8636	XM_005274030.1	not_clinical_transcript	not_canonical
HGNC:8636	NM_022172.2	not_clinical_transcript	not_canonical
HGNC:8636	NM_000920.3	clinical_transcript	canonical
HGNC:8636	NM_001040716.1	not_clinical_transcript	not_canonical
HGNC:5382	XM_005246524.1	not_clinical_transcript	not_canonical
HGNC:5382	XM_005246523.1	not_clinical_transcript	not_canonical
HGNC:5382	NM_001282387.1	not_clinical_transcript	not_canonical
HGNC:5382	XM_005246522.1	not_clinical_transcript	not_canonical
HGNC:5382	NM_001282386.1	not_clinical_transcript	not_canonical
HGNC:5382	NM_005896.3	clinical_transcript	canonical
HGNC:5382	XM_005246521.1	not_clinical_transcript	not_canonical
HGNC:5382	NM_005896.2	not_clinical_transcript	not_canonical
HGNC:3544	NM_000131.4	clinical_transcript	canonical
HGNC:3544	NM_001267554.1	not_clinical_transcript	not_canonical
HGNC:3544	NR_051961.1	not_clinical_transcript	not_canonical
HGNC:3544	NM_019616.3	not_clinical_transcript	not_canonical
HGNC:492	NM_020480.4	not_clinical_transcript	not_canonical
HGNC:492	NM_020478.4	not_clinical_transcript	not_canonical
HGNC:492	NM_001142445.1	not_clinical_transcript	not_canonical
HGNC:492	NM_020475.2	not_clinical_transcript	not_canonical
HGNC:492	NM_020476.2	not_clinical_transcript	not_canonical
HGNC:492	NM_000037.3	clinical_transcript	not_canonical
HGNC:492	NM_020477.2	not_clinical_transcript	not_canonical
HGNC:492	XM_005273476.1	not_clinical_transcript	not_canonical
HGNC:492	NM_001142446.1	not_clinical_transcript	canonical
HGNC:2528	NM_001814.4	not_clinical_transcript	not_canonical
HGNC:2528	NM_001814.5	clinical_transcript	canonical
HGNC:2528	NM_001114173.2	not_clinical_transcript	not_canonical
HGNC:2528	NM_148170.4	not_clinical_transcript	not_canonical
HGNC:2528	NM_001114173.1	not_clinical_transcript	not_canonical
HGNC:2528	NM_148170.3	not_clinical_transcript	not_canonical
HGNC:9509	XM_005273198.1	not_clinical_transcript	not_canonical
HGNC:9509	NM_012486.2	not_clinical_transcript	not_canonical
HGNC:9509	NM_000447.2	clinical_transcript	canonical
HGNC:9509	XM_005273199.1	not_clinical_transcript	not_canonical
HGNC:1961	NM_000747.2	clinical_transcript	canonical
HGNC:1961	XM_005256433.1	not_clinical_transcript	not_canonical
